id,asunto,cuerpo,es_spam
1688,Invitación a evento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1689,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1690,Informe semanal de desempeño,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
1691,Reunión de trabajo,Te recordamos que tienes una cita médica programada para el martes...,0
1692,Recordatorio de cita médica,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1693,Resumen de cuenta mensual,"Hola, te confirmo que la reunión será el próximo lunes...",0
1694,Consulta de seguimiento,Aquí tienes el informe semanal de desempeño del equipo...,0
1695,Detalles de tu reserva,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1696,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1697,Invitación a evento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1698,Información importante sobre tu seguro,Aquí tienes el informe semanal de desempeño del equipo...,0
1699,Invitación a evento,Te recordamos que tienes una cita médica programada para el martes...,0
1700,Detalles de tu reserva,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
1701,Informe semanal de desempeño,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
1702,Resumen de cuenta mensual,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
1703,Confirmación de tu pedido,Estos son los detalles de tu reserva para el evento del sábado...,0
1704,Consulta de seguimiento,Estos son los detalles de tu reserva para el evento del sábado...,0
1705,Detalles de tu reserva,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1706,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1707,Confirmación de tu pedido,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
1708,Información importante sobre tu seguro,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1709,Actualización de política de privacidad,Estás invitado a nuestro evento de networking el próximo viernes...,0
1710,Información importante sobre tu seguro,Te recordamos que tienes una cita médica programada para el martes...,0
1711,Informe semanal de desempeño,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1712,Consulta de seguimiento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1713,Detalles de tu reserva,Estos son los detalles de tu reserva para el evento del sábado...,0
1714,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1715,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1716,Detalles de tu reserva,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1717,Actualización de política de privacidad,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1718,Reunión de trabajo,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1719,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1720,Informe semanal de desempeño,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1721,Consulta de seguimiento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1722,Información importante sobre tu seguro,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1723,Información importante sobre tu seguro,"Hola, te confirmo que la reunión será el próximo lunes...",0
1724,Consulta de seguimiento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1725,Invitación a evento,"Hola, te confirmo que la reunión será el próximo lunes...",0
1726,Recordatorio de cita médica,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1727,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1728,Resumen de cuenta mensual,Te recordamos que tienes una cita médica programada para el martes...,0
1729,Actualización de política de privacidad,Te recordamos que tienes una cita médica programada para el martes...,0
1730,Actualización de política de privacidad,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1731,Invitación a evento,Estos son los detalles de tu reserva para el evento del sábado...,0
1732,Recordatorio de cita médica,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1733,Reunión de trabajo,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1734,Invitación a evento,Te recordamos que tienes una cita médica programada para el martes...,0
1735,Reunión de trabajo,Te recordamos que tienes una cita médica programada para el martes...,0
1736,Actualización de política de privacidad,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1737,Informe semanal de desempeño,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1738,Confirmación de tu pedido,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1739,Resumen de cuenta mensual,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1740,Actualización de política de privacidad,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1741,Resumen de cuenta mensual,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1742,Detalles de tu reserva,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1743,Actualización de política de privacidad,Estás invitado a nuestro evento de networking el próximo viernes...,0
1744,Confirmación de tu pedido,Estos son los detalles de tu reserva para el evento del sábado...,0
1745,Resumen de cuenta mensual,Aquí tienes el informe semanal de desempeño del equipo...,0
1746,Reunión de trabajo,"Hola, te confirmo que la reunión será el próximo lunes...",0
1747,Consulta de seguimiento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1748,Actualización de política de privacidad,Estás invitado a nuestro evento de networking el próximo viernes...,0
1749,Reunión de trabajo,Aquí tienes el informe semanal de desempeño del equipo...,0
1750,Resumen de cuenta mensual,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1751,Informe semanal de desempeño,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1752,Consulta de seguimiento,Estos son los detalles de tu reserva para el evento del sábado...,0
1753,Actualización de política de privacidad,"Hola, te confirmo que la reunión será el próximo lunes...",0
1754,Resumen de cuenta mensual,"Hola, te confirmo que la reunión será el próximo lunes...",0
1755,Actualización de política de privacidad,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1756,Informe semanal de desempeño,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1757,Resumen de cuenta mensual,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1758,Actualización de política de privacidad,"Hola, te confirmo que la reunión será el próximo lunes...",0
1759,Consulta de seguimiento,Estos son los detalles de tu reserva para el evento del sábado...,0
1760,Recordatorio de cita médica,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1761,Detalles de tu reserva,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1762,Reunión de trabajo,Estos son los detalles de tu reserva para el evento del sábado...,0
1763,Confirmación de tu pedido,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1764,Reunión de trabajo,Te recordamos que tienes una cita médica programada para el martes...,0
1765,Recordatorio de cita médica,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1766,Invitación a evento,Estos son los detalles de tu reserva para el evento del sábado...,0
1767,Detalles de tu reserva,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1768,Reunión de trabajo,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1769,Actualización de política de privacidad,"Hola, te confirmo que la reunión será el próximo lunes...",0
1770,Consulta de seguimiento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1771,Consulta de seguimiento,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
1772,Invitación a evento,Estás invitado a nuestro evento de networking el próximo viernes...,0
1773,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
1774,Actualización de política de privacidad,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1775,Reunión de trabajo,"Hola, te confirmo que la reunión será el próximo lunes...",0
1776,Información importante sobre tu seguro,"Hola, te confirmo que la reunión será el próximo lunes...",0
1777,Recordatorio de cita médica,Estos son los detalles de tu reserva para el evento del sábado...,0
1778,Resumen de cuenta mensual,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1779,Consulta de seguimiento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1780,Recordatorio de cita médica,Estos son los detalles de tu reserva para el evento del sábado...,0
1781,Recordatorio de cita médica,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1782,Invitación a evento,"Hola, te confirmo que la reunión será el próximo lunes...",0
1783,Detalles de tu reserva,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
1784,Informe semanal de desempeño,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
1785,Reunión de trabajo,Aquí tienes el informe semanal de desempeño del equipo...,0
1786,Actualización de política de privacidad,"Por favor, revisa la actualización de nuestra política de privacidad...",0
1787,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1788,Información importante sobre tu seguro,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
1789,Recordatorio de cita médica,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
1790,Información importante sobre tu seguro,Estás invitado a nuestro evento de networking el próximo viernes...,0
1791,Consulta de seguimiento,Estás invitado a nuestro evento de networking el próximo viernes...,0
1792,Resumen de cuenta mensual,Te recordamos que tienes una cita médica programada para el martes...,0
1793,Resumen de cuenta mensual,"Por favor, revisa la actualización de nuestra política de privacidad...",0
